<검색방법>
 종목코드 | A | B | C | D | E | F | G | H | I | 결과1 | 결과2 |
 code:000590 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:000640 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:000650 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000660 | X | O | O | O | O | O | X | X | X | ........ | ........ |
 code:000670 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000680 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000700 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000720 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:000725 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000760 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000810 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:000815 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:000850 | O | O | O | O | O | X | X | X | X | ........ | ........ |
 code:000860 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:000880 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:000885 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000890 | X | O | X | X | X | X | X | X | X | ........ | ........ |
 code:000910 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000950 | O | O | O | X | X | X | X | X | X | ........ | ........ |
 code:000970 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000990 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:000995 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001020 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:001040 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:001045 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001060 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:001065 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001067 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001070 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001080 | O | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001120 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001130 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001140 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001200 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001210 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001230 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001250 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001260 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001270 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001275 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:001290 | O | X | X | X | X | X | X | X | X | ........ | ........ |
 code:001340 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:001360 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001380 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001390 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001420 | O | X | O | X | X | O | X | X | X | ........ | ........ |
 code:001430 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001440 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:001450 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:001460 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001465 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:001470 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001500 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001510 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:001515 | O | X | X | X | X | X | X | X | X | ........ | ........ |
 code:001520 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001525 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001527 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001529 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001530 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001550 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001560 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001570 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001620 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001630 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001680 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001685 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001689 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001720 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001725 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001740 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:001745 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001750 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001755 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:001770 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001780 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001790 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001795 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:001799 | O | X | O | O | O | X | X | X | X | ........ | ........ |
 code:001800 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:001820 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:001880 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:001940 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002000 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:002005 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002020 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002025 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002030 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002070 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002100 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002140 | X | O | O | O | O | O | X | X | X | ........ | ........ |
 code:002150 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002170 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002200 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002210 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002220 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:002240 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:002250 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002270 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002300 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:002310 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002320 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002350 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002355 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002360 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:002380 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:002390 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002410 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002420 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002450 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002460 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002550 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:002600 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002620 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:002630 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:002690 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002700 | X | O | X | X | X | X | X | X | X | ........ | ........ |
 code:002710 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002720 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002760 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002780 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:002785 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002787 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002790 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:002795 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002810 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002820 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:002840 | O | X | O | O | O | X | X | X | X | ........ | ........ |
 code:002870 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:002880 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:002900 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:002920 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:002960 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:002990 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:002995 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003000 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003010 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003030 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003060 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003070 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003075 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:003080 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003090 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003120 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003160 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003200 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003220 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003230 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:003240 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003280 | X | O | X | X | X | O | X | X | X | ........ | ........ |
 code:003300 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003350 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003410 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003415 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003419 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003450 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003460 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003465 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003470 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003475 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003480 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003490 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:003495 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003520 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:003530 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003535 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003540 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003545 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003547 | O | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003550 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:003555 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003560 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:003570 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003580 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003610 | O | X | O | O | O | X | X | X | X | ........ | ........ |
 code:003620 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003650 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003680 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003690 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003720 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:003780 | O | O | O | X | X | X | X | X | X | ........ | ........ |
 code:003830 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:003850 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003920 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003925 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:003960 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004000 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004020 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:004060 | X | O | X | X | X | O | X | X | X | ........ | ........ |
 code:004080 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004090 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004100 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004105 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004130 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:004135 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:004140 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:004150 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004170 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:004200 | O | O | O | X | X | X | X | X | X | ........ | ........ |
 code:004250 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004255 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:004270 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:004310 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004360 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004365 | O | X | O | O | O | X | X | X | X | ........ | ........ |
 code:004370 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004380 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004410 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004415 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004430 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:004440 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004450 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004490 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004540 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004545 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004560 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004565 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004690 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004700 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004710 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004720 | O | O | O | O | O | O | X | X | X | ok_rslt0 | ........ |
 code:004740 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:004770 | O | X | O | O | O | O | X | X | X | ........ | ........ |
 code:004800 | X | O | O | O | O | O | X | X | X | ........ | ........ |
 code:004830 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004835 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004840 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004870 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004890 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:004910 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:004920 | X | O | X | X | X | X | X | X | X | ........ | ........ |
 code:004960 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004970 | O | O | O | X | X | X | X | X | X | ........ | ........ |
 code:004980 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004985 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004987 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004989 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:004990 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:005010 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:005030 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:005070 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005090 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005110 | O | X | O | X | X | O | X | X | X | ........ | ........ |
 code:005180 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:005190 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005250 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005255 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005257 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:005300 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005305 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:005320 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005360 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005380 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:005385 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005387 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:005389 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:005390 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:005420 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005430 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005440 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005450 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005490 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:005500 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005610 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005620 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005680 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005690 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005720 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005725 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005740 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:005745 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005750 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005800 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:005810 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:005820 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:005830 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:005850 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005870 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005880 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005930 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:005935 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:005940 | X | X | O | O | O | O | X | X | X | ........ | ........ |
 code:005945 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:005950 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005960 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005965 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:005980 | O | O | O | X | X | X | X | X | X | ........ | ........ |
 code:006040 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:006060 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:006090 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006110 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006120 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:006125 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006200 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:006220 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006260 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006280 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:006340 | O | O | X | X | X | X | X | X | X | ........ | ........ |
 code:006345 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:006360 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:006370 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:006380 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:006390 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006400 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:006405 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006490 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:006570 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006650 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006660 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006740 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006800 | O | X | O | X | X | O | X | X | X | ........ | ........ |
 code:006805 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:006840 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006880 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006890 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:006980 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007070 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:007110 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:007120 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:007160 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:007190 | X | O | X | X | X | X | X | X | X | ........ | ........ |
 code:007197 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007210 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:007280 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:007310 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007340 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007460 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007540 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:007570 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:007575 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007590 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007610 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:007630 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:007660 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007690 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007700 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:007810 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007815 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:00781K | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:007860 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:007980 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008000 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:008040 | X | O | X | X | X | X | X | X | X | ........ | ........ |
 code:008060 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008110 | X | X | O | O | O | X | X | X | X | ........ | ........ |
 code:008250 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008260 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008350 | O | X | X | X | X | X | X | X | X | ........ | ........ |
 code:008355 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008420 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008490 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:008500 | X | O | O | O | O | X | X | X | X | ........ | ........ |
 code:008560 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:008600 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:008700 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:008730 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008770 | O | X | O | X | X | O | X | X | X | ........ | ........ |
 code:008775 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008870 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:008930 | X | O | O | X | X | O | X | X | X | ........ | ........ |
 code:008970 | X | X | X | X | X | X | X | X | X | ........ | ........ |
 code:009070 | X | X | O | X | X | X | X | X | X | ........ | ........ |
 code:009140 | X | O | O | X | X | X | X | X | X | ........ | ........ |
 code:009150 | X | X | O | X | X | O | X | X | X | ........ | ........ |
 code:009155 | O | X | O | X | X | X | X | X | X | ........ | ........ |
 code:009160 | X | X | O | X | X | X | X | X | X | ........ | ........ |
